"Table","Year","Month","Variable","Value"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"NOV","SAN","1.1277777777777778"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"DEC","SAN","1.9422043010752688"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"JAN","SAN","1.2338709677419355"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"FEB","SAN","1.9396551724137929"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"MAR","SAN","2.7688172043010755"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"APR","SAN","3.4486111111111111"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"MAY","SAN","3.491935483870968"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"JUN","SAN","3.4527777777777775"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"JUL","SAN","3.4798387096774195"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"AUG","SAN","3.189516129032258"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"SEP","SAN","3.1125000000000003"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"OCT","SAN","1.0053763440860215"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"NOV","SAN","1.1722222222222223"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"DEC","SAN","2.26747311827957"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"JAN","BRW","3.4623655913978495"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"FEB","BRW","4.1056547619047619"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"MAR","BRW","6.4865591397849469"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"APR","BRW","7.094444444444445"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"MAY","BRW","7.208333333333333"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"JUN","BRW","5.7152777777777777"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"JUL","BRW","5.025537634408602"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"AUG","BRW","5.791666666666667"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"SEP","BRW","5.9208333333333334"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"OCT","BRW","4.227150537634409"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"NOV","BRW","2.9541666666666671"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"DEC","BRW","5.4086021505376349"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"JAN","BRW","4.791666666666667"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"FEB","BRW","6.1622023809523805"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"MAR","BRW","6.4704301075268811"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"APR","BRW","6.8999999999999995"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"MAY","BRW","6.260752688172043"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"JUN","BRW","6.4944444444444445"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"JUL","BRW","5.4865591397849469"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"AUG","BRW","5.5658602150537639"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"SEP","BRW","5.3624999999999998"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"OCT","BRW","3.8037634408602155"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"NOV","BRW","2.2736111111111112"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"DEC","BRW","3.8118279569892475"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"JAN","BRW","2.5779569892473115"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"FEB","BRW","3.8735632183908049"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"MAR","BRW","5.600806451612903"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"APR","BRW","7.136111111111112"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"MAY","BRW","7.014784946236559"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"JUN","BRW","6.7416666666666671"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"JUL","BRW","6.655913978494624"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"AUG","BRW","6.045698924731183"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"SEP","BRW","5.9805555555555552"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"OCT","BRW","1.8911290322580647"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"NOV","BRW","2.4694444444444446"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"DEC","BRW","4.735215053763441"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"JAN","SXV","1.1505376344086022"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"FEB","SXV","0.73214285714285721"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"MAR","SXV","0.93682795698924737"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"APR","SXV","1.1430555555555555"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"MAY","SXV","1.081989247311828"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"JUN","SXV","1.1763888888888889"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"JUL","SXV","1.146505376344086"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"AUG","SXV","0.9946236559139785"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"SEP","SXV","0.96805555555555556"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"OCT","SXV","0.82661290322580649"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"NOV","SXV","0.59444444444444444"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"DEC","SXV","0.81989247311827951"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"JAN","SXV","0.29838709677419356"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"FEB","SXV","1.0625"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"MAR","SXV","1.0793010752688172"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"APR","SXV","1.0763888888888888"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"MAY","SXV","0.88709677419354838"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"JUN","SXV","1.3097222222222222"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"JUL","SXV","0.95161290322580649"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"AUG","SXV","1.081989247311828"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"SEP","SXV","0.81527777777777777"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"OCT","SXV","0.82795698924731187"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"NOV","SXV","0.1111111111111111"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"DEC","SXV","0.29032258064516131"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"JAN","SXV","0.99059139784946237"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"FEB","SXV","0.82327586206896541"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"MAR","SXV","1.0188172043010753"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"APR","SXV","1.0999999999999999"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"MAY","SXV","1.0483870967741935"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"JUN","SXV","1.1583333333333334"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"JUL","SXV","0.93279569892473113"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"AUG","SXV","0.54973118279569888"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"SEP","SXV","1.273611111111111"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"OCT","SXV","0.47446236559139782"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"NOV","SXV","0.30833333333333335"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"DEC","SXV","1.1290322580645162"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"JAN","SND","9.5430107526881733E-2"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"FEB","SND","5.9523809523809527E-2"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"MAR","SND","1.428763440860215"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"APR","SND","2.3666666666666667"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"MAY","SND","2.650537634408602"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"JUN","SND","2.8222222222222224"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"JUL","SND","2.8817204301075265"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"AUG","SND","2.6962365591397845"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"SEP","SND","2.4069444444444446"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"OCT","SND","2.064516129032258"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"NOV","SND","2.0847222222222221"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"DEC","SND","0.46639784946236557"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"JAN","SND","0.89784946236559138"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"FEB","SND","1.8809523809523812"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"MAR","SND","2.3776881720430105"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"APR","SND","2.8194444444444446"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"MAY","SND","2.9663978494623655"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"JUN","SND","2.8055555555555554"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"JUL","SND","2.521505376344086"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"AUG","SND","2.5658602150537635"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"SEP","SND","2.3194444444444442"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"OCT","SND","2.0483870967741935"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"NOV","SND","1.8111111111111111"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"DEC","SND","1.8588709677419353"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"JAN","SND","1.685483870967742"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"FEB","SND","1.5287356321839081"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"MAR","SND","1.810483870967742"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"APR","SND","1.6125"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"MAY","SND","0.67607526881720437"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"JUN","SND","2.2986111111111112"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"JUL","SND","2.243279569892473"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"AUG","SND","2.1760752688172045"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"SEP","SND","1.5958333333333332"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"OCT","SND","0"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"NOV","SND","0"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"DEC","SND","0"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"JAN","BLK","2.724462365591398"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"FEB","BLK","1.7336309523809523"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"MAR","BLK","2.2150537634408605"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"APR","BLK","2.7027777777777775"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"MAY","BLK","2.5577956989247315"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"JUN","BLK","2.7805555555555554"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"JUL","BLK","2.681451612903226"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"AUG","BLK","2.3521505376344085"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"SEP","BLK","2.2902777777777779"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"OCT","BLK","1.9543010752688172"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"NOV","BLK","1.4069444444444443"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"DEC","BLK","1.9422043010752688"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"JAN","BLK","0.70430107526881713"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"FEB","BLK","2.5133928571428572"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"MAR","BLK","2.521505376344086"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"APR","BLK","2.5444444444444447"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"MAY","BLK","2.096774193548387"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"JUN","BLK","3.0611111111111113"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"JUL","BLK","2.25"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"AUG","BLK","2.5591397849462365"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"SEP","BLK","1.9291666666666665"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"OCT","BLK","1.9448924731182797"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"NOV","BLK","0.26250000000000001"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"DEC","BLK","0.68682795698924737"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"JAN","BLK","2.3454301075268815"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"FEB","BLK","1.9468390804597702"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"MAR","BLK","2.411290322580645"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"APR","BLK","2.5736111111111111"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"MAY","BLK","2.478494623655914"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"JUN","BLK","2.7375000000000003"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"JUL","BLK","2.2043010752688175"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"AUG","BLK","1.2970430107526882"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"SEP","BLK","3.0124999999999997"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"OCT","BLK","1.1209677419354838"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"NOV","BLK","0.72777777777777775"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"DEC","BLK","2.6733870967741935"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"JAN","OFPK tot","335.51767527149173"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"FEB","OFPK tot","431.79852539074579"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"MAR","OFPK tot","469.31241099923773"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"APR","OFPK tot","476.52547764433086"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"MAY","OFPK tot","471.88687927087011"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"JUN","OFPK tot","432.85328518797621"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"JUL","OFPK tot","252.36238126723896"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"AUG","OFPK tot","263.26726445908162"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"SEP","OFPK tot","388.64059362899724"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"OCT","OFPK tot","354.16050292760156"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"NOV","OFPK tot","368.83200106754379"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"DEC","OFPK tot","411.60634837445502"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"JAN","OFPK tot","418.30609387667329"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"FEB","OFPK tot","425.17333207604543"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"MAR","OFPK tot","441.97315709303945"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"APR","OFPK tot","454.53908222645049"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"MAY","OFPK tot","467.77537199084577"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"JUN","OFPK tot","386.82347335844025"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"JUL","OFPK tot","233.0024773235142"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"AUG","OFPK tot","229.48556151797072"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"SEP","OFPK tot","404.2498974912711"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"OCT","OFPK tot","356.06919364095563"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"NOV","OFPK tot","350.81398655471884"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2015,"DEC","OFPK tot","417.318208418621"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"JAN","OFPK tot","392.60666229629322"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"FEB","OFPK tot","416.18568721514345"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"MAR","OFPK tot","418.76306219776154"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"APR","OFPK tot","469.99004445673563"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"MAY","OFPK tot","465.88193856923078"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"JUN","OFPK tot","396.91040756091434"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"JUL","OFPK tot","237.67588506051104"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"AUG","OFPK tot","227.10032880738004"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"SEP","OFPK tot","383.48335385354085"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"OCT","OFPK tot","357.66108276535175"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"NOV","OFPK tot","374.50586642358405"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2016,"DEC","OFPK tot","412.81133843521701"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"JAN","ONPK tot","90.517675271491697"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"FEB","ONPK tot","284.79852539074579"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"MAR","ONPK tot","371.31241099923773"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"APR","ONPK tot","378.52547764433086"
"CAP Pumping Plants - Daily \"Average\"  Power Schedule",2014,"MAY","ONPK tot","373.88687927087011"
