"","Variable","Jan","Feb","Mar","Q1","Apr","May","Jun","Q2","Jul","Aug","Sep","Q3","Oct","Nov","Dec","Q4","Total","Physical Turnout","Group","Subgroup","Name","Section","Year"
"5999","               CAGRD M&I (HMRP)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","157",NA,NA,"157","157","HMR","MUNICIPAL & INDUSTRIAL:","Subcontract","CAGRD M&I (HMRP)","HASSAYAMPA PP",2020
"6000","               CAGRD M&I (MWD)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","MWD","MUNICIPAL & INDUSTRIAL:","Subcontract","CAGRD M&I (MWD)","HASSAYAMPA PP",2020
"6001","               Carefree Water Company","43","41","51","135","41","54","55","150","67","67","64","198","66","56","45","167","650","CCR","MUNICIPAL & INDUSTRIAL:","Subcontract","Carefree Water Company","HASSAYAMPA PP",2020
"6002","               Cave Creek Water Company","143","130","129","402","173","248","228","649","215","200","201","616","216","176","147","539","2206","CCR/SCO","MUNICIPAL & INDUSTRIAL:","Subcontract","Cave Creek Water Company","HASSAYAMPA PP",2020
"6003","               Chandler, City of (HMRP)",NA,"400",NA,"400",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","400",NA,"MUNICIPAL & INDUSTRIAL:","Subcontract","Chandler, City of (HMRP)","HASSAYAMPA PP",2020
"6004","               Chandler, City of (CSIF)",NA,NA,"200","200","24",NA,NA,"24","238","800",NA,"1038",NA,"800","150","950","2212",NA,"MUNICIPAL & INDUSTRIAL:","Subcontract","Chandler, City of (CSIF)","HASSAYAMPA PP",2020
"6005","               EPCOR-Chaparral City Water Company (MWD)",NA,NA,"140","140","541","754","516","1811","501","513","383","1397","88","88",NA,"176","3524","MWD","MUNICIPAL & INDUSTRIAL:","Subcontract","EPCOR-Chaparral City Water Company (MWD)","HASSAYAMPA PP",2020
"6006","               EPCOR-Chaparral City Water Company (CCW)","224","202","182","608","227","101","185","513","290","390","365","1045","277","237","432","946","3112","CCW","MUNICIPAL & INDUSTRIAL:","Subcontract","EPCOR-Chaparral City Water Company (CCW)","HASSAYAMPA PP",2020
"6007","               EPCOR-PV (CSIF)",NA,NA,NA,"0","113","163","213","489","213","163","113","489","61","36","26","123","1101",NA,"MUNICIPAL & INDUSTRIAL:","Subcontract","EPCOR-PV (CSIF)","HASSAYAMPA PP",2020
"6008","               El Mirage (HMRP)",NA,NA,NA,"0",NA,NA,NA,"0","508",NA,NA,"508",NA,NA,NA,"0","508","HMR","MUNICIPAL & INDUSTRIAL:","Subcontract","El Mirage (HMRP)","HASSAYAMPA PP",2020
"6009","               Miami - SRP GSF (Freeport-McMoRan) CSIF",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"MUNICIPAL & INDUSTRIAL:","Subcontract","Miami - SRP GSF (Freeport-McMoRan) CSIF","HASSAYAMPA PP",2020
"6010","               Freeport McMoRan Miami CSIF/RWCD",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"MUNICIPAL & INDUSTRIAL:","Subcontract","Freeport McMoRan Miami CSIF/RWCD","HASSAYAMPA PP",2020
"6011","               Gilbert, Town of (CSIF)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","SRP","MUNICIPAL & INDUSTRIAL:","Subcontract","Gilbert, Town of (CSIF)","HASSAYAMPA PP",2020
"6012","           Temporary (-) for reduced deliveries",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"MUNICIPAL & INDUSTRIAL:","Subcontract","Temporary (-) for reduced deliveries","HASSAYAMPA PP",2020
"6013","               Glendale (Pyramid Peak)",NA,NA,NA,"0","1125","1889","1841","4855","2046","2088","1866","6000","1914","1660","1520","5094","15949","GLE","MUNICIPAL & INDUSTRIAL:","Subcontract","Glendale (Pyramid Peak)","HASSAYAMPA PP",2020
"6014","               Glendale w/MWD",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"532","532",NA,NA,NA,"0","532","MWD","MUNICIPAL & INDUSTRIAL:","Subcontract","Glendale w/MWD","HASSAYAMPA PP",2020
"6015","               Glendale (HMRP)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","HMR","MUNICIPAL & INDUSTRIAL:","Subcontract","Glendale (HMRP)","HASSAYAMPA PP",2020
"6016","               Glendale w/SRP (CSIF)",NA,NA,NA,"0",NA,"362",NA,"362",NA,NA,NA,"0",NA,NA,NA,"0","362","CSIF","MUNICIPAL & INDUSTRIAL:","Subcontract","Glendale w/SRP (CSIF)","HASSAYAMPA PP",2020
"6017","               Goodyear w/SRP (CSIF)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"MUNICIPAL & INDUSTRIAL:","Subcontract","Goodyear w/SRP (CSIF)","HASSAYAMPA PP",2020
"6018","               Goodyear (AFRP)","968","249","1151","2368",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","2368","AFR","MUNICIPAL & INDUSTRIAL:","Subcontract","Goodyear (AFRP)","HASSAYAMPA PP",2020
"6019","               Goodyear (HMRP)","3525","3423","1426","8374",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","8374","HMR","MUNICIPAL & INDUSTRIAL:","Subcontract","Goodyear (HMRP)","HASSAYAMPA PP",2020
"6020","               Maricopa County Parks & Rec.","16","18","16","50","50","74","54","178","67",NA,"10","77","83","29","20","132","437","Pump","MUNICIPAL & INDUSTRIAL:","Subcontract","Maricopa County Parks & Rec.","HASSAYAMPA PP",2020
"6021","               Peoria  (AFRP)","1061",NA,"459","1520","2384","1272",NA,"3656","1502","1821","1028","4351","1801","1234",NA,"3035","12562","AFR","MUNICIPAL & INDUSTRIAL:","Subcontract","Peoria (AFRP)","HASSAYAMPA PP",2020
"6022","               Peoria  (HMRP)","130","150","200","480","1300",NA,"477","1777",NA,NA,"1000","1000",NA,NA,NA,"0","3257","HMR","MUNICIPAL & INDUSTRIAL:","Subcontract","Peoria (HMRP)","HASSAYAMPA PP",2020
"6023","               Peoria  (QTO)","21","22","22","65","53","74","87","214","86","75","64","225","74","40","28","142","646","QTO","MUNICIPAL & INDUSTRIAL:","Subcontract","Peoria (QTO)","HASSAYAMPA PP",2020
"6024","               Peoria  (P2)","1",NA,"1","2","20","84","110","214","114","121","93","328","98","11",NA,"109","653","Pump","MUNICIPAL & INDUSTRIAL:","Subcontract","Peoria (P2)","HASSAYAMPA PP",2020
"6025","               Peoria  (MWD)",NA,NA,"1","1","1","1",NA,"2","1","1","2","4","15","1",NA,"16","23","MWD","MUNICIPAL & INDUSTRIAL:","Subcontract","Peoria (MWD)","HASSAYAMPA PP",2020
"6026","               Peoria  (GLE)",NA,NA,NA,"0",NA,NA,"931","931","1064","1046","986","3096","950","901","819","2670","6697","GLE","MUNICIPAL & INDUSTRIAL:","Subcontract","Peoria (GLE)","HASSAYAMPA PP",2020
"6027","               Peoria (CSIF)",NA,NA,NA,"0",NA,NA,"362","362",NA,NA,NA,"0",NA,NA,NA,"0","362","SRP","MUNICIPAL & INDUSTRIAL:","Subcontract","Peoria (CSIF)","HASSAYAMPA PP",2020
"6028","               Phelps/Dodge Miami (SRP) CSIF",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","SRP","MUNICIPAL & INDUSTRIAL:","Subcontract","Phelps/Dodge Miami (SRP) CSIF","HASSAYAMPA PP",2020
"6029","               Phoenix, City of","2560","2399","4843","9802","10444","13640","14521","38605","12919","12399","11717","37035","12401","5307","8514","26222","111664",NA,"MUNICIPAL & INDUSTRIAL:","Subcontract","Phoenix, City of","HASSAYAMPA PP",2020
"6030","               Phoenix, City of (CSIF)","5000","5213","615","10828","632","507","605","1744","435",NA,NA,"435",NA,NA,NA,"0","13007","SRP","MUNICIPAL & INDUSTRIAL:","Subcontract","Phoenix, City of (CSIF)","HASSAYAMPA PP",2020
"6031","               EPCOR Rio Verde Utilities Company (CSIF)","34","61","50","145","55","55","55","165","65","65","50","180","50","50","50","150","640","SRP","MUNICIPAL & INDUSTRIAL:","Subcontract","EPCOR Rio Verde Utilities Company (CSIF)","HASSAYAMPA PP",2020
"6032","               Scottsdale, City of (HMRP)",NA,NA,NA,"0",NA,NA,NA,"0","779","1079","1963","3821","537",NA,NA,"537","4358",NA,"MUNICIPAL & INDUSTRIAL:","Subcontract","Scottsdale, City of (HMRP)","HASSAYAMPA PP",2020
"6033","               Scottsdale, City of","3283",NA,NA,"3283",NA,NA,"2991","2991","8023","7519","6460","22002","7018","5553","5131","17702","45978",NA,"MUNICIPAL & INDUSTRIAL:","Subcontract","Scottsdale, City of","HASSAYAMPA PP",2020
"6034","               Scottsdale, City of (CSIF)",NA,NA,NA,"0",NA,NA,"500","500","500","862","500","1862",NA,NA,NA,"0","2362",NA,"MUNICIPAL & INDUSTRIAL:","Subcontract","Scottsdale, City of (CSIF)","HASSAYAMPA PP",2020
"6035","               Surprise (AFRP)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","AFR","MUNICIPAL & INDUSTRIAL:","Subcontract","Surprise (AFRP)","HASSAYAMPA PP",2020
"6036","               Surprise (HMRP)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"MUNICIPAL & INDUSTRIAL:","Subcontract","Surprise (HMRP)","HASSAYAMPA PP",2020
"6037","               Surprise (MWD)",NA,NA,"143","143","1746","2169","751","4666","500","400","450","1350","450","450",NA,"900","7059",NA,"MUNICIPAL & INDUSTRIAL:","Subcontract","Surprise (MWD)","HASSAYAMPA PP",2020
"6038","               Tempe, City of (CSIF)","122","300","350","772","350","400","450","1200","493","500","400","1393","400","300","250","950","4315","SRP","MUNICIPAL & INDUSTRIAL:","Subcontract","Tempe, City of (CSIF)","HASSAYAMPA PP",2020
"6039","               Tonto Hills DWID","3","2","2","7","3","3","4","10","4","4","5","13","3","3","4","10","40",NA,"MUNICIPAL & INDUSTRIAL:","Subcontract","Tonto Hills DWID","HASSAYAMPA PP",2020
"6040","               WUCFD (Apache Junction) w/SRP (CSIF)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","SRP","MUNICIPAL & INDUSTRIAL:","Subcontract","WUCFD (Apache Junction) w/SRP (CSIF)","HASSAYAMPA PP",2020
"6041","               1440, INC",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"MUNICIPAL & INDUSTRIAL:","Non-Subcontract","1440, INC","HASSAYAMPA PP",2020
"6042","               Ancala Country Club",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","Pump","MUNICIPAL & INDUSTRIAL:","Non-Subcontract","Ancala Country Club","HASSAYAMPA PP",2020
"6043","               Arizona Wholesale Growers",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"MUNICIPAL & INDUSTRIAL:","Non-Subcontract","Arizona Wholesale Growers","HASSAYAMPA PP",2020
"6044","               ASU-Karsten Golf Course (CSIF)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","SRP","MUNICIPAL & INDUSTRIAL:","Non-Subcontract","ASU-Karsten Golf Course (CSIF)","HASSAYAMPA PP",2020
"6045","               Lafarge North America(former Sun State)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"MUNICIPAL & INDUSTRIAL:","Non-Subcontract","Lafarge North America(former Sun State)","HASSAYAMPA PP",2020
"6046","               Mazatzal Tree Farm",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"MUNICIPAL & INDUSTRIAL:","Non-Subcontract","Mazatzal Tree Farm","HASSAYAMPA PP",2020
"6047","               Peoria (MWD, Quintero, P2 pump)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","MWD","MUNICIPAL & INDUSTRIAL:","Non-Subcontract","Peoria (MWD, Quintero, P2 pump)","HASSAYAMPA PP",2020
"6048","               Recreational Ctr (Scott Shadows) CSIF",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","SRP","MUNICIPAL & INDUSTRIAL:","Non-Subcontract","Recreational Ctr (Scott Shadows) CSIF","HASSAYAMPA PP",2020
"6049","               SRP (Excess to San Tan PP?)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","Delivered from Roosevelt Lake Account in 2012","MUNICIPAL & INDUSTRIAL:","Non-Subcontract","SRP (Excess to San Tan PP?)","HASSAYAMPA PP",2020
"6050","               Shea Sunbelt/Vistancia",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"MUNICIPAL & INDUSTRIAL:","Non-Subcontract","Shea Sunbelt/Vistancia","HASSAYAMPA PP",2020
"6051","               thru AFRP (CAGRD RO)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","AFR","MUNICIPAL & INDUSTRIAL:","CAGRD RO","thru AFRP (CAGRD RO)","HASSAYAMPA PP",2020
"6052","               thru HMRP (CAGRD RO)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","HMR","MUNICIPAL & INDUSTRIAL:","CAGRD RO","thru HMRP (CAGRD RO)","HASSAYAMPA PP",2020
"6053","               thru Scottsdale (CAGRD RO)",NA,NA,NA,"0",NA,NA,"184","184","181","192","143","516","103","47",NA,"150","850","SC1","MUNICIPAL & INDUSTRIAL:","CAGRD RO","thru Scottsdale (CAGRD RO)","HASSAYAMPA PP",2020
"6054","                    TOTAL M&I","17957","13836","12261","44054","23216","30596","35690","89502","36791","37411","30838","105040","27888","17258","17154","62300","300896",NA,"TOTAL M&I",NA,NA,"HASSAYAMPA PP",2020
"6055","               MWD",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","MWD","AGRICULTURAL:","AG Pool","MWD","HASSAYAMPA PP",2020
"6056","               SRP (CSIF)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","SRP","AGRICULTURAL:","AG Pool","SRP (CSIF)","HASSAYAMPA PP",2020
"6057","                    TOTAL AG","0","0","0","0",NA,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,"TOTAL AG",NA,NA,"HASSAYAMPA PP",2020
"6058","               Ak-Chin/Pulte/Anthem - Wad T/O","274","262","288","824","349","497","575","1421","583","603","493","1679","540","443","401","1384","5308","APX","FEDERAL:","Off Reservation","Ak-Chin/Pulte/Anthem - Wad T/O","HASSAYAMPA PP",2020
"6059","               Ak-Chin/Pulte/MWD",NA,NA,"357","357",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","357","MWD","FEDERAL:","Off Reservation","Ak-Chin/Pulte/MWD","HASSAYAMPA PP",2020
"6060","               Ak-Chin/Pulte/Sky Crossing",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"FEDERAL:","Off Reservation","Ak-Chin/Pulte/Sky Crossing","HASSAYAMPA PP",2020
"6061","               Ak-Chin/Pulte/Festival Rch pumps","2","1",NA,"3","15","46","58","119","66","116","90","272","80","31","25","136","530","Pump","FEDERAL:","Off Reservation","Ak-Chin/Pulte/Festival Rch pumps","HASSAYAMPA PP",2020
"6062","               Ak-Chin/Pulte/HMRP",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","HMR","FEDERAL:","Off Reservation","Ak-Chin/Pulte/HMRP","HASSAYAMPA PP",2020
"6063","               Ak-Chin/HMRP",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","HMR","FEDERAL:","Off Reservation","Ak-Chin/HMRP","HASSAYAMPA PP",2020
"6064","               Ak-Chin/Pulte (CSIF)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","SRP","FEDERAL:","Off Reservation","Ak-Chin/Pulte (CSIF)","HASSAYAMPA PP",2020
"6065","               GRIC Lease  WUCFD (Apache Junction) (CSIF)",NA,NA,NA,"0","56",NA,NA,"56",NA,NA,NA,"0",NA,NA,NA,"0","56",NA,"FEDERAL:","Off Reservation","GRIC Lease WUCFD (Apache Junction) (CSIF)","HASSAYAMPA PP",2020
"6066","               Chandler/Assignment (CSIF)","800",NA,NA,"800",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","800",NA,"FEDERAL:","Off Reservation","Chandler/Assignment (CSIF)","HASSAYAMPA PP",2020
"6067","               Gilbert/Assignment (CSIF)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","CGT","FEDERAL:","Off Reservation","Gilbert/Assignment (CSIF)","HASSAYAMPA PP",2020
"6068","               Glendale/Assignment","682",NA,NA,"682",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","682","GLE","FEDERAL:","Off Reservation","Glendale/Assignment","HASSAYAMPA PP",2020
"6069","               Glendale/Assignment/HMRP",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"FEDERAL:","Off Reservation","Glendale/Assignment/HMRP","HASSAYAMPA PP",2020
"6070","               Phoenix/Assignment",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"FEDERAL:","Off Reservation","Phoenix/Assignment","HASSAYAMPA PP",2020
"6071","               Scottsdale/Assignment","23",NA,NA,"23",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","23",NA,"FEDERAL:","Off Reservation","Scottsdale/Assignment","HASSAYAMPA PP",2020
"6072","               Tempe/Assignment (CSIF)","23",NA,NA,"23",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","23","SRP","FEDERAL:","Off Reservation","Tempe/Assignment (CSIF)","HASSAYAMPA PP",2020
"6073","               Gilbert/FMYN Lease (CSIF)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","SRP","FEDERAL:","Off Reservation","Gilbert/FMYN Lease (CSIF)","HASSAYAMPA PP",2020
"6074","               Phoenix/FMYN (CSIF)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"263","263","263",NA,"FEDERAL:","Off Reservation","Phoenix/FMYN (CSIF)","HASSAYAMPA PP",2020
"6075","               Phoenix/FMYN",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,"3690",NA,"3690","3690",NA,"FEDERAL:","Off Reservation","Phoenix/FMYN","HASSAYAMPA PP",2020
"6076","               GRIC/MWD",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","MWD","FEDERAL:","Off Reservation","GRIC/MWD","HASSAYAMPA PP",2020
"6077","               Freeport-McMoRan/GRIC Lease w/SRP (CSIF)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","SRP","FEDERAL:","Off Reservation","Freeport-McMoRan/GRIC Lease w/SRP (CSIF)","HASSAYAMPA PP",2020
"6078","               Goodyear/GRIC Lease (HMRP)",NA,NA,"2949","2949","351",NA,NA,"351",NA,NA,NA,"0",NA,NA,NA,"0","3300",NA,"FEDERAL:","Off Reservation","Goodyear/GRIC Lease (HMRP)","HASSAYAMPA PP",2020
"6079","               Goodyear/GRIC Lease (AFRP)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"FEDERAL:","Off Reservation","Goodyear/GRIC Lease (AFRP)","HASSAYAMPA PP",2020
"6080","               Goodyear/GRIC Lease (CSIF)",NA,NA,NA,"0",NA,NA,NA,"0","1323","1343","1034","3700",NA,NA,NA,"0","3700",NA,"FEDERAL:","Off Reservation","Goodyear/GRIC Lease (CSIF)","HASSAYAMPA PP",2020
"6081","               Peoria/GRIC Lease (AFRP)",NA,"742",NA,"742",NA,NA,NA,"0",NA,NA,NA,"0",NA,"670","1324","1994","2736",NA,"FEDERAL:","Off Reservation","Peoria/GRIC Lease (AFRP)","HASSAYAMPA PP",2020
"6082","               Peoria/GRIC Lease (HMRP)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"FEDERAL:","Off Reservation","Peoria/GRIC Lease (HMRP)","HASSAYAMPA PP",2020
"6083","               Peoria/GRIC Lease (Glen,SRP)","794","745","747","2286","827","1051","100","1978",NA,NA,NA,"0",NA,NA,NA,"0","4264",NA,"FEDERAL:","Off Reservation","Peoria/GRIC Lease (Glen,SRP)","HASSAYAMPA PP",2020
"6084","               Peoria/GRIC Lease (Quintero)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"FEDERAL:","Off Reservation","Peoria/GRIC Lease (Quintero)","HASSAYAMPA PP",2020
"6085","               Peoria/GRIC Lease (P2 pump)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"FEDERAL:","Off Reservation","Peoria/GRIC Lease (P2 pump)","HASSAYAMPA PP",2020
"6086","               Peoria/GRIC Lease (MWD)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","MWD","FEDERAL:","Off Reservation","Peoria/GRIC Lease (MWD)","HASSAYAMPA PP",2020
"6087","               Phoenix/GRIC Lease (CSIF)",NA,NA,NA,"0",NA,NA,NA,"0",NA,"1648","430","2078","263",NA,NA,"263","2341",NA,"FEDERAL:","Off Reservation","Phoenix/GRIC Lease (CSIF)","HASSAYAMPA PP",2020
"6088","               Phoenix/GRIC Lease",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"FEDERAL:","Off Reservation","Phoenix/GRIC Lease","HASSAYAMPA PP",2020
"6089","               Scottsdale/GRIC Lease",NA,NA,NA,"0","2485","6091","3424","12000",NA,NA,NA,"0",NA,NA,NA,"0","12000",NA,"FEDERAL:","Off Reservation","Scottsdale/GRIC Lease","HASSAYAMPA PP",2020
"6090","               Scottsdale/GRIC Lease (CSIF)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"FEDERAL:","Off Reservation","Scottsdale/GRIC Lease (CSIF)","HASSAYAMPA PP",2020
"6091","               Chandler/SRPMIC Lease (HMRP)",NA,NA,NA,"0","400",NA,NA,"400",NA,NA,NA,"0",NA,NA,NA,"0","400",NA,"FEDERAL:","Off Reservation","Chandler/SRPMIC Lease (HMRP)","HASSAYAMPA PP",2020
"6092","               Chandler/SRPMIC Lease (CSIF)",NA,NA,NA,"0","776","410",NA,"1186",NA,NA,NA,"0",NA,NA,NA,"0","1186","SRP","FEDERAL:","Off Reservation","Chandler/SRPMIC Lease (CSIF)","HASSAYAMPA PP",2020
"6093","               Gilbert/SRPMIC Lease (CSIF)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","SRP","FEDERAL:","Off Reservation","Gilbert/SRPMIC Lease (CSIF)","HASSAYAMPA PP",2020
"6094","               Glendale/SRPMIC Lease",NA,NA,"1318","1318","496",NA,NA,"496",NA,NA,NA,"0",NA,NA,NA,"0","1814","GLE/MWD","FEDERAL:","Off Reservation","Glendale/SRPMIC Lease","HASSAYAMPA PP",2020
"6095","               Glendale/SRPMIC Lease (HMRP)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","HMR","FEDERAL:","Off Reservation","Glendale/SRPMIC Lease (HMRP)","HASSAYAMPA PP",2020
"6096","               Phoenix/SRPMIC Lease",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,"1148",NA,"1148","1148",NA,"FEDERAL:","Off Reservation","Phoenix/SRPMIC Lease","HASSAYAMPA PP",2020
"6097","               Phoenix/SRPMIC Lease (CSIF)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,"263",NA,"263","263",NA,"FEDERAL:","Off Reservation","Phoenix/SRPMIC Lease (CSIF)","HASSAYAMPA PP",2020
"6098","               Scottsdale/SRPMIC Lease","60",NA,NA,"60",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","60",NA,"FEDERAL:","Off Reservation","Scottsdale/SRPMIC Lease","HASSAYAMPA PP",2020
"6099","               Tempe/SRPMIC Lease (CSIF)","60",NA,NA,"60",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","60","SRP","FEDERAL:","Off Reservation","Tempe/SRPMIC Lease (CSIF)","HASSAYAMPA PP",2020
"6100","               FMYN - SRP (CSIF)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","SRP","FEDERAL:","Off Reservation","FMYN - SRP (CSIF)","HASSAYAMPA PP",2020
"6101","               GRIC/SRP GRUSP (CSIF)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","SRP","FEDERAL:","Off Reservation","GRIC/SRP GRUSP (CSIF)","HASSAYAMPA PP",2020
"6102","               GRIC/SRP (CSIF)",NA,NA,NA,"0",NA,NA,NA,"0","2800",NA,NA,"2800",NA,NA,NA,"0","2800","SRP","FEDERAL:","Off Reservation","GRIC/SRP (CSIF)","HASSAYAMPA PP",2020
